endpoint_id,endpoint,method,true_label,rule_predict,ml_predict,rule_reason
749,/v1/customers/{customerId}/documents,DELETE,orphaned,orphaned,orphaned,"no owner team + high traffic (13,728 calls/7d) — zombie endpoint"
197,/v3/upi/pay,POST,active,active,active,"registered, owned, not deprecated"
461,/v1/aa/data,POST,orphaned,orphaned,orphaned,"no owner team + high traffic (26,355 calls/7d) — zombie endpoint"
1420,/v2/upi/pay,POST,active,active,active,"registered, owned, not deprecated"
399,/v1/cards/{cardId}/pin,POST,orphaned,orphaned,orphaned,"no owner team + high traffic (22,395 calls/7d) — zombie endpoint"
1838,/v1/loans/eligibility,DELETE,active,active,active,"registered, owned, not deprecated"
1914,/v1/forex/book,POST,deprecated,deprecated,deprecated,deprecated flag set in registry
1434,/v2/upi/pay,GET,active,active,active,"registered, owned, not deprecated"
1604,/v1/kyc/aadhaar,POST,active,active,active,"registered, owned, not deprecated"
147,/v2/upi/pay,GET,active,active,active,"registered, owned, not deprecated"
1815,/v2/upi/pay,POST,active,active,active,"registered, owned, not deprecated"
1803,/v1/customers/{customerId}/preferences,POST,active,active,active,"registered, owned, not deprecated"
560,/v1/transfers/neft,POST,active,active,active,"registered, owned, not deprecated"
1065,/v1/customers/{customerId}/documents,GET,active,active,active,"registered, owned, not deprecated"
87,/v1/loans/{loanId}/repayment,GET,active,active,active,"registered, owned, not deprecated"
704,/v1/notifications/preferences,GET,orphaned,orphaned,orphaned,no owner team
59,/v1/kyc/video,POST,active,active,active,"registered, owned, not deprecated"
116,/internal/transfers/imps,GET,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
1640,/v1/kyc/verify,GET,orphaned,orphaned,orphaned,"no owner team + high traffic (18,000 calls/7d) — zombie endpoint"
414,/v1/audit/logs,POST,active,active,active,"registered, owned, not deprecated"
1683,/v1/cards/{cardId}/freeze,PUT,active,active,active,"registered, owned, not deprecated"
406,/v1/loans/{loanId}/repayment,POST,orphaned,orphaned,orphaned,"no owner team + high traffic (7,283 calls/7d) — zombie endpoint"
1329,/v1/cards/issue,POST,orphaned,orphaned,orphaned,"no owner team + high traffic (17,312 calls/7d) — zombie endpoint"
1508,/internal/kyc/video,POST,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
1047,/v1/aa/consent,GET,active,orphaned,active,"no owner team + high traffic (18,924 calls/7d) — zombie endpoint"
464,/v2/accounts/{accountId}/balance,POST,active,active,active,"registered, owned, not deprecated"
861,/v1/customers/{customerId}/preferences,PUT,deprecated,deprecated,deprecated,deprecated flag set in registry
37,/internal/accounts/{accountId}/holds,POST,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
426,/internal/upi/vpa/verify,POST,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
213,/v1/loans/{loanId}/schedule,POST,active,active,active,"registered, owned, not deprecated"
1141,/v1/loans/eligibility,POST,orphaned,orphaned,orphaned,no owner team
1092,/v1/upi/mandate,POST,active,active,active,"registered, owned, not deprecated"
764,/v1/aa/fip/discover,GET,deprecated,deprecated,deprecated,deprecated flag set in registry
1878,/v2/upi/pay,GET,active,active,active,"registered, owned, not deprecated"
1135,/v1/upi/mandate,GET,deprecated,deprecated,deprecated,deprecated flag set in registry
1666,/v1/aa/data,PUT,active,active,active,"registered, owned, not deprecated"
1583,/v1/transfers/neft,GET,deprecated,deprecated,deprecated,deprecated flag set in registry
137,/v1/aa/data,GET,active,active,active,"registered, owned, not deprecated"
960,/internal/aa/data,POST,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
1624,/v1/beneficiaries,POST,active,active,active,"registered, owned, not deprecated"
1554,/v1/upi/mandate,GET,active,active,active,"registered, owned, not deprecated"
1671,/v1/beneficiaries/{beneficiaryId},PUT,active,active,active,"registered, owned, not deprecated"
267,/v1/accounts/{accountId}/balance,POST,orphaned,orphaned,orphaned,no owner team
1152,/v1/loans/apply,DELETE,active,active,active,"registered, owned, not deprecated"
41,/v1/upi/mandate,POST,active,active,active,"registered, owned, not deprecated"
417,/v1/cards/{cardId}/pin,POST,active,active,active,"registered, owned, not deprecated"
491,/v1/kyc/pan,POST,active,active,active,"registered, owned, not deprecated"
1134,/v1/fd/book,GET,orphaned,orphaned,orphaned,"no owner team + high traffic (5,601 calls/7d) — zombie endpoint"
1241,/v1/accounts/{accountId}/statement,DELETE,active,active,active,"registered, owned, not deprecated"
568,/v1/kyc/verify,POST,orphaned,orphaned,orphaned,no owner team
1556,/internal/upi/pay,GET,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
1240,/v1/customers/{customerId}/documents,POST,active,active,active,"registered, owned, not deprecated"
1863,/v3/upi/pay,GET,active,active,active,"registered, owned, not deprecated"
533,/v1/cards/{cardId}/pin,POST,orphaned,orphaned,orphaned,"no owner team + high traffic (3,288 calls/7d) — zombie endpoint"
503,/v1/aa/consent,POST,deprecated,deprecated,deprecated,deprecated flag set in registry
1297,/v1/fd/{depositId}/close,GET,active,active,active,"registered, owned, not deprecated"
691,/v1/transfers/rtgs,POST,orphaned,orphaned,orphaned,no owner team
983,/v2/transfers/imps,PUT,deprecated,deprecated,deprecated,deprecated flag set in registry
1589,/v1/forex/book,GET,active,active,active,"registered, owned, not deprecated"
428,/v1/accounts/{accountId}/transactions,POST,active,active,active,"registered, owned, not deprecated"
483,/v1/upi/mandate,POST,active,active,active,"registered, owned, not deprecated"
1315,/v1/loans/eligibility,POST,deprecated,deprecated,deprecated,deprecated flag set in registry
1778,/v1/cards/{cardId}/freeze,POST,deprecated,deprecated,deprecated,deprecated flag set in registry
255,/internal/transfers/rtgs,POST,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
1748,/v1/beneficiaries/{beneficiaryId},POST,active,active,active,"registered, owned, not deprecated"
360,/v3/accounts/{accountId}/balance,POST,orphaned,orphaned,orphaned,no owner team
685,/v1/beneficiaries,POST,orphaned,orphaned,orphaned,no owner team
956,/v1/notifications/preferences,POST,active,active,active,"registered, owned, not deprecated"
1172,/v2/cards/{cardId}/freeze,DELETE,orphaned,orphaned,orphaned,no owner team
277,/v1/aa/data,POST,active,active,active,"registered, owned, not deprecated"
241,/v1/rd/book,POST,deprecated,deprecated,deprecated,deprecated flag set in registry
435,/internal/accounts/{accountId}/balance,POST,orphaned,orphaned,orphaned,not in API registry (shadow endpoint)
1486,/v1/accounts/{accountId}/transactions,POST,active,active,active,"registered, owned, not deprecated"
791,/v1/kyc/aadhaar,DELETE,active,orphaned,active,"no owner team + high traffic (20,346 calls/7d) — zombie endpoint"
466,/v1/upi/pay,POST,deprecated,deprecated,deprecated,deprecated flag set in registry
574,/v1/fd/book,GET,orphaned,orphaned,orphaned,no owner team
1631,/v1/forex/book,GET,deprecated,deprecated,deprecated,deprecated flag set in registry
